19185 2.59029e+07
16318 11288 5316.03
16319 8205 311.996
16321 15663 89.533
16323 10487 716.849
16324 3527 3510.44
16325 3527 644.97
16326 12972 3926.05
16327 13416 139.364
16328 10009 188.347
16329 5319 48.244
16330 8482 829.356
16332 13388 131.436
16333 965 258.786
16334 6805 403.624
16334 6286 197.249
16335 13127 4980.44
16336 18261 555.773
16337 16329 1426.37
16338 8853 282.55
16339 18195 2949.1
16340 18255 77.46
16341 8492 694.615
16342 9055 770.874
16344 3589 5493.03
16345 13404 444.746
16346 17136 7.794
16347 16330 7344.12
16348 7088 3582.29
16349 15854 414.886
16350 13576 901.213
16352 11366 210.954
16353 15760 2945.14
16354 16027 328.92
16355 5406 91.557
16355 18270 102.755
16356 14471 5840.19
16357 27 1139.13
16357 5296 660.935
16359 17181 2254.22
16360 1577 209.675
16360 12779 65.428
16361 14744 181.433
16362 4138 182.805
16362 3236 547.907
16362 6303 1214.69
16364 15882 2126.56
16365 12809 962.255
16366 294 414.131
16367 2655 116.882
16367 5128 85.426
16368 9764 466.776
16369 3627 5736.54
16370 5999 260.674
16371 8000 3091.36
16372 6650 22.258
16373 16802 251.547
16375 181 2213.87
16376 6719 678.295
16377 5299 451.96
16378 14311 292.247
16378 12502 1030.42
16379 13392 695.29
16380 1140 13.417
16381 13030 2814.82
16382 7388 509.076
16382 7978 382.114
16383 1567 90.785
16384 11161 344.404
16386 8160 169.336
16386 16209 576.075
16387 18447 1807.15
16388 516 604.594
16389 17380 626.488
16390 16468 118.283
16390 10117 77.214
16391 3341 666.437
16391 17804 1640.78
16392 7386 422.861
16393 5716 259.423
16393 6948 331.134
16394 5298 212.183
16394 10547 2568.39
16394 14023 2432.96
16395 11748 2878.59
16396 9804 1680.2
16397 18378 41.898
16398 13010 538.182
16398 9562 784.897
16400 12182 2033.22
16401 13099 71.004
16403 7177 167.662
16404 8492 170.763
16405 15689 2271.68
16407 11649 218.246
16408 7379 868.906
16409 8131 79.825
16410 7145 690.042
16411 11634 165.541
16412 16402 885.216
16413 7333 259.753
16414 18377 635.58
16415 7357 6078.01
16416 10490 493.404
16416 16385 375.251
16417 18463 182.016
16418 10540 165.875
16419 8586 287.371
16420 11667 150.106
16421 4076 403.864
16421 12082 912.71
16422 5284 1763.23
16423 15891 3834.94
16424 4195 5.529
16425 5113 2797.03
16426 8942 2670.76
16427 8139 1143.45
16428 10150 7732.2
16429 15346 320.028
16430 6544 3601.86
16431 259 1500.08
16432 15044 123.406
16434 10819 1149.53
16435 11808 680.966
16437 10954 1548.08
16438 14618 957.629
16439 12412 468.901
16440 552 609.53
16441 6087 937.373
16442 6983 165.949
16443 2837 114.185
16444 11546 51.265
16445 4332 369.07
16446 7191 3635.5
16447 10580 420.364
16447 14786 978.706
16448 18465 525.19
16449 11164 125.871
16450 7571 126.871
16450 2895 145.047
16451 14472 62.596
16452 11815 475.979
16453 15915 67.389
16455 15022 74.367
16456 12135 45.113
16457 4106 254.125
16457 17816 255.299
16458 4617 55.727
16459 6333 1447.07
16460 3546 2085.19
16461 2849 4842.49
16463 5089 89.928
16463 2627 117.006
16464 2779 256.346
16465 11020 1170.81
16466 11667 2443.85
16467 6627 53.714
16467 225 0.518
16468 6698 252.043
16469 8599 235.533
16470 8094 120.971
16471 588 653.144
16472 4006 2287.29
16473 11390 1462.01
16474 3733 1085.08
16474 17108 706.204
16474 431 873.694
16475 6550 625.215
16476 2913 34.05
16477 1406 1784.28
16478 17854 7162.99
16479 10035 2043.97
16479 18449 2738.3
16480 15221 107.991
16481 14649 3092.98
16482 5232 915.279
16483 14085 449.829
16484 4712 2779.66
16485 15827 3210.6
16486 13790 217.721
16488 4815 84.346
16489 11879 2524.67
16489 12751 1267.76
16490 8499 270.877
16491 16075 1065.18
16492 17171 633.905
16494 2675 143.683
16494 13141 302.249
16495 6374 7174.11
16497 11078 820.712
16498 9109 2736.34
16499 9348 3758.72
16500 15674 330.883
16500 6467 445.647
16501 13280 475.646
16502 2881 174.413
16504 16494 97.22
16506 11189 4237.88
16507 11372 1438.29
16508 857 944.189
16509 8119 2426.43
16510 2584 124.868
16511 16454 192.739
16512 16717 3064.36
16514 883 712.878
16514 12288 673.749
16515 4938 784.709
16516 3936 932.171
16518 13030 224.213
16519 3159 30.28
16520 3968 647.109
16521 16884 70.642
16523 2707 45.049
16524 5328 31.519
16525 16275 161.894
16525 17270 38.954
16526 13694 1483.81
16527 6951 46.362
16528 10872 166.505
16529 18189 376.56
16530 18103 18.07
16531 16297 2026.45
16532 1875 3156.51
16533 13995 184.75
16534 7311 466.756
16536 7155 1352.45
16537 7150 1206.83
16538 5801 903.423
16539 5801 2495.57
16540 3577 650.544
16541 16588 576.333
16542 15621 139.068
16543 17714 5322.32
16544 14900 4635.67
16545 14992 1752.32
16546 10295 1095.32
16547 1382 2146.9
16548 12545 6827.22
16549 17933 580.382
16549 15051 346.798
16550 2271 1389.1
16551 13400 2609.97
16552 2661 3656.83
16553 1027 253.046
16554 9197 179.863
16555 8723 149.416
16556 14119 20.85
16558 9447 420.795
16559 1172 357.226
16560 10285 5661.63
16561 11755 66.235
16562 6547 557.583
16563 15946 669.339
16564 3709 606.325
16565 11030 133.626
16566 16603 27.479
16567 18288 363.24
16568 10797 35.49
16568 10396 97.082
16569 651 3249.35
16570 12626 301.897
16572 1067 6190.31
16573 8233 4954.76
16574 18591 1227.32
16575 10094 4439.77
16576 4926 394.777
16577 12738 2577.83
16578 10443 188.081
16579 8171 35.943
16581 14325 251.296
16582 17270 338.441
16583 14285 1704.59
16584 4608 265.157
16584 10661 67.873
16585 8601 82.916
16586 1483 963.213
16587 5992 55.257
16588 6649 44.286
16588 16448 117.289
16589 7504 4005.09
16590 1268 551.34
16590 8795 618.363
16592 12400 1853.15
16593 7943 1906.64
16594 7000 533.846
16594 540 180.715
16595 8312 139.108
16596 13416 1764.7
16597 4980 196.433
16599 1371 1409.47
16599 11353 172.703
16600 2489 3.582
16602 457 152.035
16603 16467 67.89
16604 14846 64.899
16605 13690 452.318
16606 10439 530.747
16606 3195 516.343
16607 7653 1513.68
16608 14039 317.094
16609 10493 8596.34
16610 16114 1560.97
16610 7414 265.343
16611 4812 287.03
16612 9552 3181.18
16613 11393 162.168
16614 4464 3400.01
16615 12506 2115.94
16615 5756 1498.65
16616 17289 41.694
16617 14527 107.58
16618 5244 8067.13
16619 3031 553.856
16620 10275 356.489
16620 2335 195.11
16621 1866 2315.34
16622 14452 283.291
16623 1941 83.398
16624 10477 943.092
16625 14677 208.766
16626 12545 2862.85
16627 1600 59.475
16627 13820 136.995
16628 7688 31.198
16629 14827 1994.26
16630 5956 415.657
16631 7019 4541.66
16632 5748 989.811
16633 6816 2312.35
16633 12852 3988.47
16634 13470 508.877
16635 3394 4505.43
16637 18134 172.77
16637 7849 74.858
16638 13778 901.824
16640 1450 381.253
16641 14163 49.982
16642 12008 5017.59
16643 8850 2003.49
16644 4037 246.063
16644 10090 1587.68
16645 17355 4517.93
16646 10763 36.058
16648 15592 277.875
16649 1601 9242.75
16650 15834 186.063
16650 13894 262.062
16651 11181 1382.98
16652 7343 694.05
16653 2722 970.703
16654 6440 230.842
16656 17361 138.664
16657 12715 1313.48
16659 9333 397.736
16660 3949 131.019
16661 3118 136.629
16662 8485 2874.82
16663 13065 8805.08
16664 15827 1763.63
16665 4081 1464.27
16666 7019 92.284
16668 18031 2543.37
16669 8804 21.152
16670 6972 461.56
16672 1965 2597.73
16673 9049 444.487
16674 3217 1547.16
16678 10219 291.351
16680 15989 35.949
16680 2140 71.083
16681 2079 873.954
16682 15705 177.54
16684 7715 1472.06
16685 11977 10.918
16686 10234 230.642
16687 14667 5086.02
16688 14059 395.42
16689 15046 3.573
16690 18564 21.263
16691 12275 8.799
16692 6939 955.652
16693 6938 483.664
16694 1166 63.967
16694 6059 126.163
16695 11165 74.158
16695 8834 34.883
16696 2788 34.364
16696 2840 205.497
16697 12266 143.906
16698 13776 1948.32
16700 17601 7743.58
16701 14103 296.559
16703 12553 1482.52
16703 15828 263.809
16704 10651 373.923
16704 7786 242.162
16704 4901 35.022
16705 4398 1036.23
16706 1038 67.378
16708 15183 4299.79
16709 7786 1952.11
16710 10319 517.149
16711 16172 1131.88
16712 4400 120.604
16713 7662 1412.08
16714 18443 1696.74
16715 9673 2487.07
16716 15614 84.436
16717 12950 233.453
16719 10786 930.636
16720 7710 357.362
16721 14874 704.877
16722 7073 166.554
16723 10662 1177.26
16724 5159 200.885
16725 1846 18.675
16726 8861 2937.61
16727 18031 1049.88
16729 14833 1069.39
16730 7707 4594.06
16731 10665 5467.29
16732 15374 281.948
16732 5378 766.584
16733 6495 117.157
16734 7253 4099.33
16735 7253 667.12
16736 110 959.302
16737 15115 213.824
16738 18267 167.83
16739 18000 46.415
16739 3502 142.387
16740 15796 1504.18
16741 17821 24.403
16742 621 563.926
16743 17431 605.343
16743 16898 153.016
16744 4941 6009.11
16745 3866 4343.8
16746 5082 54.759
16747 7900 6762.48
16748 16006 791.491
16749 8680 4131.85
16750 457 2378.09
16751 7293 8774.75
16752 2319 2044.99
16753 9982 34.677
16754 11297 1287.62
16755 9945 1897.74
16756 3447 1791.23
16756 4304 667.48
16758 9182 253.616
16759 629 181.906
16760 11448 1135.53
16760 7186 1747.61
16761 8687 1070.78
16761 3619 1222.51
16762 18250 4446.24
16763 6605 108.257
16764 13201 6839.09
16765 7232 175.527
16766 16831 405.373
16767 12319 64.838
16769 17535 1324.78
16770 8480 149.579
16773 11354 109.952
16775 14308 142.664
16775 8357 504.765
16776 15597 324.922
16776 15730 423.907
16777 3307 233.707
16778 5039 246.845
16779 16998 2416.2
16779 6258 2020.93
16779 7153 620.975
16780 16635 2776.89
16781 12803 424.023
16782 14037 535.959
16783 16600 238.47
16784 5948 1402.29
16785 13424 2913.32
16786 338 7116.61
16787 3011 821.497
16788 1884 519.001
16789 14820 1686.1
16790 16528 160.805
16791 17273 224.384
16793 5140 359.614
16793 11839 564.382
16794 11547 349.176
16795 6542 27.284
16797 10707 68.041
16797 12939 94.464
16799 17139 2190.61
16800 15247 3640.32
16800 14690 7628.17
16801 7943 9857.6
16802 15106 252.4
16803 6948 2357.04
16804 14698 943.284
16805 6464 843.982
16806 2295 597.488
16808 8742 232.835
16809 16772 4416.09
16810 12710 101.803
16811 4094 92.74
16812 17310 123.544
16813 12891 1084.47
16814 7915 1044.86
16815 1873 456.126
16817 4971 18.378
16818 6070 9.384
16819 4001 804.252
16819 3312 1309.71
16820 16850 141.371
16821 16394 369.283
16823 2873 2244.42
16824 7351 1079.91
16825 16209 935.062
16826 14517 2357.51
16827 7642 345.845
16827 78 742.355
16828 15354 341.552
16829 16549 124.751
16830 18558 700.002
16831 15118 630.543
16832 16690 725.552
16833 15684 562.188
16834 2239 380.163
16835 10175 1427.76
16836 11329 3233.23
16837 6698 6993.16
16839 14854 9482.58
16840 5419 559.586
16841 16694 142.943
16842 17194 1005.52
16843 4445 844.006
16844 2094 287.869
16845 2963 616.011
16846 14776 6483.19
16847 11823 385.281
16848 440 2948.49
16849 10473 342.212
16850 15313 49.448
16851 15341 165.579
16852 7356 775.576
16852 16358 187.072
16852 6544 665.291
16853 15044 2289.64
16854 1833 3226.68
16855 15979 2483.33
16857 9221 50.515
16857 17271 104.103
16858 10295 129.385
16859 9575 2272.43
16859 14037 2500.24
16860 9837 2729.91
16861 10386 2100.53
16862 14207 3138.82
16863 14756 1201.79
16864 12017 593.908
16865 10617 3932.49
16866 4191 116.54
16866 18548 318.166
16867 2712 1063.46
16868 12675 2826.59
16869 8275 2523.39
16870 4269 963.873
16871 13552 250.301
16871 4196 319.244
16872 15427 233.012
16873 12849 581.767
16874 17662 4657.28
16875 5469 2081.68
16876 5450 382.31
16877 10234 3082.03
16878 2611 75.538
16879 10550 94.213
16879 8957 228.659
16880 785 602.823
16881 2533 91.557
16882 4595 855.894
16883 4873 2084.43
16884 17866 376.689
16885 18757 136.672
16886 11229 157.552
16887 7171 1248.8
16888 18172 1438.09
16890 15867 3440.11
16891 7987 8609.31
16892 4283 253.717
16893 13877 85.618
16894 9917 341.661
16895 8715 7248.55
16896 15630 384.652
16897 13388 66.141
16897 18655 18.316
16899 6459 1272.68
16900 98 153.504
16901 13908 4005.08
16902 15877 557.702
16903 11611 4742.77
16903 5523 6263.96
16904 1561 1690.55
16905 1496 4624.99
16906 4782 180.409
16907 6646 1306.97
16908 7950 3118.04
16909 438 433.555
16911 6919 363.624
16912 9633 139.882
16913 2267 961.563
16914 17973 430.579
16915 14269 80.76
16916 2775 39.436
16917 4883 459.853
16918 16023 240.21
16919 5146 325.015
16920 16172 1603.3
16922 12675 672.501
16923 3160 9183.02
16924 14867 865.039
16925 2452 339.237
16926 7158 1666.4
16929 2264 823.363
16931 2244 1.714
16932 5998 2628.94
16935 15026 874.108
16936 6550 5162.51
16938 6100 805.878
16939 10897 1725.93
16940 9415 1376.02
16941 16125 279.29
16943 506 1995.14
16944 14975 2264.25
16945 16807 1836.9
16946 3196 87.395
16947 5246 87.287
16948 13778 891.224
16949 1690 1351.63
16950 6765 3251.9
16951 8497 33.978
16952 10743 241.275
16953 8896 559.015
16954 12126 224.114
16955 3278 250.184
16955 11169 291.569
16957 8127 82.419
16959 6056 5258.27
16960 13331 40.292
16961 10256 422.628
16961 12477 7.711
16962 12747 1011.01
16963 6302 1150.88
16964 7530 586.127
16966 619 1028.05
16966 17353 642.558
16967 12126 217.683
16968 15833 337.49
16969 15748 186.234
16970 13776 726.773
16971 15603 1584.2
16972 1330 2538.77
16973 2544 898.46
16974 6212 4751.59
16975 10989 177.809
16977 12372 1830.02
16978 14082 1081.47
16979 2308 77.647
16980 13613 1326
16981 13953 468.044
16982 6111 1354.62
16983 6906 37.241
16984 3957 172.107
16986 5982 317.334
16987 164 74.602
16988 4967 2843.28
16989 16340 20.254
16991 3779 1971.02
16992 1816 842.475
16993 2443 1759.77
16994 16266 8116.11
16995 1043 82.915
16995 9752 366.04
16996 12946 1531.6
16997 13413 243.334
16998 3989 340.73
16998 10974 285.258
16999 6258 3825.24
17000 11579 539.789
17001 12322 245.408
17002 882 1037.87
17003 9945 1681.46
17003 10316 1597.28
17004 2175 85.694
17005 10508 3387.26
17006 13827 584.719
17007 18235 197.353
17007 7398 698.382
17008 184 229.173
17009 15588 310.526
17010 1881 3237.63
17012 14305 4123.82
17014 6832 9968.37
17015 7895 5483.57
17016 648 2122.81
17017 2504 6327.15
17018 9271 720.275
17019 9599 1752.53
17020 17536 2547.83
17021 17576 3095.58
17022 15379 1295.82
17024 11879 2165.5
17025 2750 292.005
17025 4741 737.651
17026 18472 2379.13
17027 11148 3185.91
17027 14726 2963.57
17028 15109 552.928
17029 3079 60.884
17030 11142 492.551
17031 7565 304.557
17032 18352 211.936
17033 8761 485.478
17034 6399 300.144
17035 17149 535.481
17036 11649 8404.4
17037 8131 361.922
17038 10746 9.32
17039 11066 1.089
17040 9241 283.2
17041 18378 177.867
17042 14516 7371.52
17043 12233 324.926
17044 3724 105.975
17045 17077 604.907
17046 7246 3267.22
17047 17343 4650.57
17048 17897 5304.53
17050 1214 221.81
17051 2666 330.431
17052 962 437.165
17053 16100 60.317
17054 5430 187.006
17055 3060 850.956
17056 10518 384.04
17057 16553 328.843
17058 15695 1422.89
17059 9035 703.224
17060 16997 305.375
17061 11815 132.581
17062 9899 1902.01
17063 6028 494.733
17064 629 1127.36
17065 3095 781.338
17066 15255 1518.12
17067 9091 2702.82
17068 4499 21.994
17069 4140 31.542
17069 2840 273.65
17070 389 44.473
17071 4400 51.278
17073 105 199.947
17074 8391 3712.07
17075 3593 8227.27
17076 930 8128.65
17077 12504 3.769
17078 11837 768.896
17079 9780 680.437
17080 17095 1081.87
17081 3833 484.639
17082 8667 49.547
17083 11582 50.527
17084 14302 1370.19
17085 16855 291.539
17086 4517 737.171
17087 16595 188.315
17088 2545 229.307
17089 15446 341.845
17090 6429 62.417
17091 3501 450.515
17092 9781 86.836
17092 5891 131.624
17093 16086 64.99
17094 16702 1970.66
17095 4048 271.253
17095 10411 95.447
17096 10945 176.56
17097 4115 1130.5
17098 4761 80.442
17099 9333 282.853
17100 18266 1428.11
17101 6092 2917.26
17102 17071 443.702
17103 14956 236.746
17104 8226 1380.26
17105 8254 70.349
17106 12203 87.051
17107 2989 476.475
17108 3320 139.827
17109 3413 1675.26
17110 9291 408.451
17112 15533 9659.56
17113 12244 4605.34
17114 4632 2695.39
17115 1087 2671.17
17116 8546 1.537
17117 696 37.726
17118 18184 1323.65
17120 9831 158.642
17121 16132 3763.89
17122 8298 5871.91
17123 18586 214.025
17124 6716 5342.76
17125 16398 595.011
17127 8285 1568.95
17128 15567 412.18
17129 9092 8096.97
17130 14713 473.435
17131 15115 211.146
17132 3420 36.622
17133 7949 100.486
17133 10450 109.936
17135 12433 4241.22
17136 13386 98.984
17137 4064 3401.54
17138 18383 149.097
17139 14127 294.158
17139 10382 773.747
17140 18448 5620.57
17141 588 632.822
17142 11934 16.459
17143 11923 1098.46
17144 5973 157.255
17145 6420 5468.98
17146 17652 911.286
17147 5750 611.049
17148 18390 1185.45
17149 10999 5.105
17150 15349 4673.57
17151 15566 871.007
17151 7206 1547.35
17152 17916 479.872
17153 4509 1629.86
17154 6014 1264.91
17155 16582 9056.33
17157 5570 1325.29
17158 8232 1504.29
17159 2200 343.41
17160 9551 525.937
17161 4264 6450.45
17162 8960 1759.86
17163 13822 4508.57
17164 6860 2200.62
17165 12011 34.543
17166 1329 1379.1
17167 9224 1731.69
17168 8978 211.904
17169 9938 3599.37
17170 4708 859.403
17171 6818 495.515
17171 14098 1905.6
17172 1390 8356.78
17173 7311 556.572
17174 17519 534.476
17174 1282 664.428
17175 10234 618.374
17176 16126 338.294
17177 14642 7203.89
17179 8748 710.663
17180 12201 319.333
17180 16258 863.307
17181 5332 1225.32
17182 15827 3816.36
17183 12651 1161.16
17184 5429 161.165
17185 10866 930.564
17186 9535 1514.76
17187 16436 1087.77
17187 9945 1435.5
17188 13825 299.002
17189 14864 176.701
17190 4103 341.671
17191 9841 4211.59
17192 5736 2290.6
17193 590 29.066
17194 8111 437.709
17195 9767 1294.34
17196 1064 23.674
17197 10894 48.894
17199 13706 264.113
17200 9190 8381.31
17201 18465 627.862
17201 12217 267.583
17202 9921 4866.99
17203 13584 504.962
17204 17069 218.828
17205 11247 234.631
17207 10523 245.895
17208 9723 2291.59
17209 13267 20.583
17209 5617 182.85
17211 7127 108.524
17211 8955 160.137
17212 14573 328.787
17213 3186 1764.55
17214 8097 10.159
17215 15311 969.895
17216 3455 1204.65
17217 2906 2471.27
17218 11833 1029.46
17219 6503 589.448
17219 5278 1092.16
17220 9674 2690.69
17221 12426 1484.31
17222 16828 4497.68
17223 3618 9539.44
17224 8111 1604.96
17225 15980 5287.16
17226 9521 2320.66
17227 7416 206.379
17229 16419 38.576
17231 2989 2848.96
17232 4915 35.326
17233 2873 1819.95
17234 2128 1840.58
17235 6014 1721.6
17236 1358 283.968
17237 15674 186.608
17239 10254 358.731
17240 15522 7593.1
17241 17410 342.884
17242 12486 81.685
17243 16521 57.154
17244 8309 2393.66
17245 15120 30.897
17246 8601 2799.19
17247 13334 1136.37
17248 2719 1009.61
17249 5140 4572.35
17250 10391 119.89
17251 15407 623.788
17252 15940 59.185
17253 2998 8105.59
17254 12244 2086.72
17255 1136 91.314
17257 1358 2512.65
17258 18225 7711.64
17259 16830 1413.4
17260 7932 371.24
17261 8464 1154.4
17262 11005 371.654
17263 14013 3433.18
17265 9424 4198.75
17266 12878 401.585
17267 11669 334.265
17268 1876 42.013
17268 18230 194.231
17269 8492 5148.24
17271 1225 142.899
17272 5621 1625.94
17274 8809 243.206
17275 10234 170.919
17276 17426 424.275
17277 13666 345.217
17278 4556 8733.54
17279 2217 199.435
17280 12817 266.522
17281 4870 1924.9
17282 14285 53.534
17283 9551 57.803
17284 1091 599.559
17285 1665 50.557
17286 6244 593.928
17287 16793 134.462
17288 2313 137.013
17288 7479 115.007
17289 8238 26.317
17289 12630 147.77
17290 1250 1722.98
17291 4230 136.467
17292 10882 2514.63
17292 9132 2171.84
17293 16595 161.185
17294 12043 1381.55
17294 7695 41.583
17295 13868 1874.87
17296 6036 43.13
17296 15601 240.669
17296 12308 131.31
17297 2250 1015.81
17298 3227 2148.64
17299 8765 1395.36
17301 17503 4278
17302 14079 7759.18
17303 6189 561.618
17304 17907 219.449
17304 16812 60.713
17305 7943 2004.02
17306 8186 42.231
17306 1141 53.132
17307 7343 73.879
17308 6895 900.648
17309 4584 745.227
17310 3288 1555.34
17311 3455 5231.06
17312 13995 242.512
17313 15991 6173.78
17314 13514 850.665
17315 18168 1092.61
17316 8315 807.559
17317 1821 1366.59
17318 13394 25.648
17319 15897 1177.2
17320 6139 338.389
17321 3289 616.514
17322 13055 182.523
17322 799 15.028
17323 13349 66.586
17324 13262 1639.05
17325 10526 9416.4
17326 11409 84.356
17327 7287 196.632
17327 15795 129.719
17328 17171 7073.86
17329 6550 1345.25
17330 16566 503.711
17331 3256 247.615
17332 13851 168.169
17333 14053 708.922
17334 12032 331.765
17336 14154 1014.93
17337 3995 2727.26
17338 12954 55.854
17340 4003 1493.74
17341 12727 4866.59
17342 7485 306.222
17343 8296 3395.06
17345 13922 1160
17346 8472 660.226
17347 14086 89.27
17349 9020 1425.85
17350 7826 1757.13
17351 13933 225.906
17355 11719 23.059
17356 4209 21.21
17357 8004 9980.36
17359 8851 273.935
17360 8016 665.017
17361 12920 256.771
17362 3792 441.461
17363 13780 773.157
17365 8015 2304.24
17366 18182 9369.91
17368 1167 132.763
17369 8965 3836.62
17370 12683 674.261
17371 9794 3633.51
17372 5940 4826.78
17373 14196 41.172
17373 626 79.485
17374 12651 97.528
17375 16959 2098.49
17377 6615 1512.97
17378 5041 1067.96
17379 11064 174.059
17380 17498 24.715
17382 10565 1273.41
17383 3545 873.399
17384 9550 1125.14
17385 1061 1041.99
17386 716 729.769
17386 15862 554.611
17387 13162 4061.04
17388 12778 20.653
17389 13120 1741.96
17390 7808 2396.98
17390 18152 1552.35
17391 2174 23.97
17391 4159 62.536
17392 17986 7043.7
17393 16463 187.156
17394 2231 1932.66
17395 11772 9325.77
17397 17935 54.974
17398 4685 508.676
17398 9209 156.612
17399 9057 1980.53
17400 5671 1496.92
17400 13051 995.078
17401 7974 606.483
17402 11629 2904.07
17402 8939 6842.2
17403 5776 2815.22
17404 4270 113.39
17404 6874 89.764
17405 18014 1162.36
17406 4840 1297.58
17407 12507 727.641
17408 3665 458.226
17409 3566 1017.28
17410 2555 1253.28
17411 5194 282.093
17412 110 265.786
17412 3947 197.542
17413 4159 3262.12
17414 16679 1450.79
17415 10854 579.189
17416 10022 3378.56
17417 13277 168.59
17417 10513 120.643
17418 11338 4.118
17420 1577 21.375
17421 18525 295.184
17422 2215 1976.76
17424 14468 525.999
17425 11732 2803.91
17426 4429 288.174
17427 11817 3933.13
17428 17676 306.874
17429 5986 2367.02
17430 13930 1140.01
17430 2113 93.152
17431 16004 407.978
17432 2530 2635.77
17434 11335 713.433
17436 13880 1701.34
17437 212 37.415
17438 16052 61.201
17439 3502 766.296
17440 831 1597.19
17441 10661 1500.24
17442 3173 2282.75
17443 4857 4279.77
17444 12893 1180.87
17445 11030 240.74
17447 3095 2379.58
17447 10972 943.45
17447 10971 1932.9
17448 8549 259.672
17449 5685 5.466
17450 8025 1437.09
17451 2085 8013.95
17452 11455 1183.41
17453 6743 1929.27
17454 5335 112.324
17455 1021 388.91
17457 2656 47.604
17458 18564 2252.84
17460 9063 46.393
17462 18652 179.814
17463 10980 983.395
17464 5010 23.989
17465 3719 2760.53
17466 2402 1252.79
17467 16634 1676.14
17468 7343 956.527
17469 556 75.523
17469 2467 489.861
17470 15811 612.261
17471 18124 331.801
17472 7073 679.468
17473 2649 2.462
17473 14751 37.168
17474 5322 585.449
17475 1355 3147.1
17476 13956 4960.62
17477 15456 162.505
17477 10422 27.482
17478 13272 8684.11
17479 1737 219.437
17480 722 3646.23
17481 9475 3862.93
17482 10493 5845.82
17483 14678 934.866
17484 7439 1548.63
17485 6832 5927.69
17486 8139 94.581
17487 17079 4778.44
17488 5118 627.321
17489 2572 248.382
17490 4713 88.627
17491 1953 1200.47
17492 2468 272.352
17493 15119 626.225
17494 6120 1311.83
17495 6481 32.669
17498 3937 73.194
17500 38 379.614
17501 14603 1956.51
17502 3353 172.059
17503 1311 601.48
17503 15413 0.081
17504 14360 54.341
17505 11525 59.112
17507 17092 123.733
17508 18767 1852.79
17509 6874 5754.23
17510 249 351.369
17511 4942 76.258
17513 17342 183.167
17514 10546 119.811
17515 16367 573.945
17516 16951 40.377
17517 9888 551.04
17518 10523 2151.76
17519 2565 434.9
17520 8277 5044.82
17521 7632 523.969
17522 8456 729.645
17522 13206 447.507
17524 10585 34.248
17525 11504 249.127
17526 6960 3879.81
17527 15432 3336.55
17528 17032 262.398
17529 1585 1956.1
17530 4153 722.77
17531 12082 45.873
17532 16699 835.221
17533 7559 1691.02
17535 9660 391.281
17538 17638 60.348
17540 11703 3150.09
17541 10712 2961.48
17542 11891 2281.22
17543 3173 3218.64
17544 6483 51.481
17544 16363 49.481
17545 16600 12.679
17546 13081 1266.47
17546 4207 1847.7
17547 3957 1179.95
17548 2211 776.773
17549 2916 32.272
17552 11020 1.352
17553 13732 1579.42
17554 1059 8.05
17555 18112 224.408
17556 615 55.132
17557 15963 308.173
17558 10586 231.127
17559 7828 1249.37
17560 242 3296.59
17561 2116 770.567
17562 13828 1182.04
17563 2650 6701.08
17564 4918 1096.53
17565 1360 38.139
17565 7331 91.537
17566 13412 1373.71
17567 16232 4545.97
17568 1049 1908.79
17568 12769 7367.54
17569 791 189.503
17570 13467 607.674
17571 7862 8014.02
17573 8319 1149.52
17574 15200 8195.81
17575 1184 1438.42
17576 17001 3846.29
17577 4613 3671.86
17577 8920 4582.88
17578 1637 245.293
17579 10888 168.239
17580 9189 1508.73
17581 3391 687.573
17582 13577 746.65
17583 9950 240.242
17584 2988 1460.81
17585 13534 304.682
17586 18120 71.377
17587 9347 98.646
17589 15689 3716.41
17590 11203 1097.13
17591 5272 1526.13
17592 7401 1091.33
17593 5137 190.919
17594 1099 129.83
17595 485 124.323
17596 8039 161.686
17597 1042 9098.62
17598 9533 2217.89
17599 13481 843.875
17600 16179 2113.76
17601 1213 418.057
17601 14769 2095.74
17602 11694 830.923
17603 4734 5900.93
17604 1163 1607.43
17605 14683 571.679
17607 10053 7564.78
17608 15621 87.965
17610 18657 2269.42
17611 13738 474.74
17612 11651 1321.15
17615 8686 9.506
17616 1705 488.936
17617 309 660.15
17618 5317 118.664
17619 13249 2754.33
17620 5683 7004.39
17621 18206 1051.76
17622 16019 831.127
17623 16512 1558.51
17624 17773 45.411
17625 115 91.693
17626 10414 1876.86
17627 7184 4769.79
17628 647 73.221
17628 17339 124.156
17629 3632 459.379
17630 2960 156.581
17631 8483 1277.33
17632 15625 71.323
17635 15014 409.391
17636 13585 919.692
17637 11354 4.533
17637 1155 173.723
17638 17498 51.604
17639 11035 656.342
17640 10453 525.419
17641 13179 413.189
17642 5983 1765.17
17643 10477 1108.28
17644 2382 330.442
17645 15814 4167.27
17647 6194 2790.2
17648 2519 12.082
17651 15689 267.147
17652 10541 256.695
17653 8301 1207.62
17653 14074 2200.4
17654 18130 125.435
17655 6939 548.048
17656 16527 91.949
17657 2360 3599.82
17658 7057 71.589
17658 5824 40.55
17659 610 290.431
17660 1226 627.973
17660 13731 578.799
17661 14903 81.111
17662 5223 158.835
17663 3844 165.59
17663 8607 11.216
17664 5840 749.792
17665 6189 1738.19
17666 6025 3981.86
17667 16255 653.116
17668 10633 5604.01
17671 8249 492.247
17672 10152 118.553
17673 8988 40.482
17673 865 55.315
